Year,Region,Country,Brand,EV_Sales,Charging_Stations,Market_Share
2016,North America,Mexico,Kia,88930,15026,23.68
2017,South America,Chile,Nissan,34475,8294,21.67
2020,Europe,UK,BYD,25492,4573,21.76
2019,South America,Brazil,Volkswagen,44236,2970,10.76
2022,Oceania,New Zealand,Hyundai,1737,274,3.57
2023,North America,Canada,Nissan,5443,1262,24.95
2025,North America,USA,Kia,54417,2791,4.49
2017,North America,Canada,BMW,92555,7717,13.37
2024,Asia,China,Kia,92792,19756,7.35
2017,South America,Chile,Rivian,21720,4969,13.26
2017,Asia,Japan,Kia,48298,9245,8.32
2020,Africa,South Africa,BYD,29194,7249,22.53
2015,Europe,Sweden,Hyundai,28750,1956,24.24
2021,Africa,South Africa,Nissan,79978,12727,10.84
2015,Oceania,New Zealand,BYD,33727,6306,2.68
2019,Asia,India,BMW,78805,15014,16.92
2024,Asia,South Korea,Volkswagen,82539,17225,10.04
2022,Africa,Egypt,Hyundai,54420,12708,24.66
2018,Oceania,New Zealand,Volkswagen,10947,1339,3.14
2019,North America,USA,BYD,74545,4367,3.86
2018,Oceania,Australia,BMW,23365,2861,17.79
2018,South America,Chile,BMW,55950,10312,19.21
2022,Africa,South Africa,Nissan,16634,1541,12.31
2016,Oceania,Australia,Rivian,52878,11209,7.65
2015,North America,USA,Kia,16701,1569,8.44
2017,Oceania,Australia,BMW,19436,1010,9.11
2023,Asia,Japan,Rivian,79294,12022,6.41
2018,Europe,Norway,BMW,62252,12157,21.42
2024,Asia,South Korea,Kia,65809,7892,2.56
2019,Europe,Sweden,Tesla,22262,4447,10.77
2016,Oceania,New Zealand,BMW,3728,513,18.94
2018,South America,Chile,Hyundai,59905,5052,1.09
2016,Oceania,New Zealand,Volkswagen,69446,4730,22.07
2016,North America,Canada,Volkswagen,908,174,17.95
2018,Oceania,Australia,BYD,47997,6102,2.76
2020,Europe,France,Kia,51919,12074,22.48
2021,Asia,India,Kia,58587,9259,12.7
2024,South America,Brazil,Kia,6273,750,16.65
2017,Oceania,New Zealand,Hyundai,53486,6407,22.17
2017,Oceania,New Zealand,Kia,59675,4552,22.15
2024,Asia,South Korea,Hyundai,75215,12693,10.81
2020,South America,Chile,Rivian,6117,1018,6.7
2017,Africa,Egypt,Rivian,68737,14434,7.18
2016,Oceania,Australia,Volkswagen,4407,397,19.38
2022,Oceania,Australia,Nissan,14341,1551,23.31
2019,Africa,South Africa,Tesla,91366,6345,2.73
2015,Europe,Germany,Kia,50327,5489,1.36
2017,Europe,Norway,Volkswagen,54579,7402,20.75
2024,North America,Canada,Tesla,79443,19289,10.28
2022,Asia,South Korea,Volkswagen,61967,11192,7.63
2018,South America,Chile,Kia,48591,10037,5.52
2021,Oceania,New Zealand,Hyundai,55001,6330,9.32
2024,Oceania,New Zealand,Volkswagen,62355,4919,24.32
2016,North America,Canada,BYD,98235,9955,24.45
2021,Oceania,Australia,Tesla,92322,9351,8.96
2019,Asia,India,Tesla,20359,3392,24.13
2019,North America,Mexico,Hyundai,72852,8617,8.2
2020,Asia,South Korea,Rivian,50193,11116,21.51
2023,North America,Canada,Tesla,17048,4222,6.09
2020,Oceania,New Zealand,Nissan,92867,11019,20.84
2022,North America,Mexico,Hyundai,83404,15931,9.49
2021,Europe,UK,Tesla,85081,15441,5.7
2023,South America,Chile,Tesla,33885,3012,23.43
2018,Oceania,New Zealand,Tesla,78141,18253,6.14
2016,Africa,Egypt,Hyundai,25144,2260,24.8
2021,South America,Chile,Rivian,6139,1211,3.61
2020,Oceania,Australia,BYD,96366,11517,1.24
2015,South America,Brazil,BMW,77652,9583,21.9
2025,Europe,UK,Volkswagen,21080,2974,15.08
2023,South America,Chile,Kia,98804,22023,11.12
2023,North America,USA,Volkswagen,27474,2144,2.97
2016,South America,Chile,Tesla,45873,2794,14.8
2017,Oceania,Australia,Volkswagen,96586,12595,10.45
2019,Africa,Egypt,BMW,48112,2940,12.61
2019,Africa,Egypt,BMW,25261,4736,16.13
2015,Asia,Japan,Tesla,11201,2263,16.36
2022,South America,Brazil,Tesla,21322,4710,24.05
2022,Africa,South Africa,Kia,15470,3074,16.72
2018,South America,Brazil,Rivian,87228,20347,9.15
2021,Africa,South Africa,BMW,36347,7257,8.91
2025,South America,Brazil,BYD,23603,5598,12.45
2024,Oceania,New Zealand,BMW,57979,5138,7.22
2017,South America,Brazil,BYD,94893,14231,10.03
2020,Oceania,Australia,Rivian,83347,20735,21.21
2024,Oceania,New Zealand,Volkswagen,61287,11418,21.63
2024,Asia,Japan,Nissan,87479,19746,16.07
2023,Africa,South Africa,BYD,17444,978,14.99
2015,North America,Canada,Kia,99993,22433,11.25
2019,Oceania,New Zealand,Hyundai,15474,2932,16.26
2018,Africa,Egypt,Rivian,47484,3995,20.35
2022,Europe,Norway,Volkswagen,47393,2613,18.71
2025,South America,Brazil,Tesla,26814,2734,1.85
2015,Europe,UK,Rivian,30352,7076,18.55
2023,South America,Chile,Nissan,5453,1001,18.28
2020,Asia,India,BMW,90318,21124,3.38
2018,Oceania,New Zealand,BYD,77273,10758,4.61
2023,North America,USA,Nissan,28948,6870,19.91
2025,Oceania,Australia,Volkswagen,32271,4601,14.42
2019,South America,Chile,Hyundai,52050,4728,20.72
2019,North America,Canada,Rivian,55878,4485,5.43
2019,Oceania,New Zealand,BYD,55395,13780,1.73
2015,North America,Canada,Kia,59237,6917,4.89
2015,South America,Brazil,BMW,68624,5627,11.86
2022,Asia,South Korea,BMW,61310,3168,13.56
2022,Asia,India,BYD,80851,8660,21.58
2020,Oceania,Australia,Rivian,72392,16492,18.19
2025,Europe,Sweden,Hyundai,20569,3225,24.77
2018,South America,Chile,Rivian,15195,2681,2.89
2016,Oceania,New Zealand,Tesla,53961,12652,4.13
2016,Oceania,Australia,Tesla,21283,3247,3.02
2023,Asia,China,BMW,1903,414,13.92
2019,North America,Canada,Volkswagen,28827,3308,7.4
2018,South America,Brazil,Volkswagen,68321,16767,17.41
2024,North America,USA,Hyundai,9362,615,4.18
2015,Africa,Egypt,BMW,67764,13211,3.48
2021,Africa,Egypt,Tesla,11930,2172,12.04
2017,South America,Brazil,BMW,34517,3049,10.02
2020,Europe,Norway,Rivian,34146,4362,20.9
2019,Africa,Egypt,BYD,29422,3311,21.1
2019,Asia,India,Volkswagen,12043,829,3.82
2025,Europe,Germany,Volkswagen,50149,8372,20.5
2019,Oceania,New Zealand,Kia,92599,23032,14.54
2015,Africa,Egypt,BYD,26053,4218,13.09
2015,Asia,India,Kia,49360,7850,3.27
2017,Oceania,Australia,Hyundai,60888,3535,18.75
2024,Europe,Germany,Tesla,60592,4716,2.43
2018,South America,Chile,Hyundai,73614,11236,7.66
2019,Oceania,New Zealand,Hyundai,21763,5376,3.29
2016,North America,Mexico,Tesla,76704,17283,13.74
2022,South America,Brazil,Nissan,82958,9792,16.49
2025,South America,Chile,Nissan,12732,2019,22.38
2025,Europe,France,BMW,9592,1539,18.61
2016,Europe,UK,Nissan,34734,6497,24.07
2023,Asia,India,BYD,40982,7686,19.26
2016,Asia,Japan,Volkswagen,18617,3871,8.15
2023,North America,USA,Kia,33758,1856,14.14
2021,South America,Chile,Volkswagen,97226,23211,11.99
2022,North America,USA,Hyundai,59597,3814,14.58
2025,North America,Mexico,Volkswagen,89131,12944,14.73
2016,Europe,UK,BMW,18802,4398,17.85
2021,North America,Canada,Hyundai,76262,11251,2.99
2020,North America,Canada,Tesla,41434,2599,18.92
2018,Oceania,Australia,Rivian,76939,7374,4.45
2021,Asia,India,Volkswagen,88445,14658,1.63
2018,Asia,India,Nissan,42946,2901,13.45
2016,South America,Brazil,Rivian,80921,10902,14.96
2024,Asia,South Korea,Tesla,72135,8354,1.84
2021,Africa,South Africa,BMW,26576,5661,13.37
2022,South America,Brazil,Kia,49849,3590,13.83
2016,Oceania,New Zealand,BYD,47078,8782,2.26
2019,Asia,China,Nissan,10226,1342,18.08
2015,Oceania,New Zealand,Tesla,51365,8606,6.05
2021,Asia,Japan,Kia,75576,6885,20.07
2022,Asia,South Korea,Rivian,8602,1479,8.46
2020,Oceania,New Zealand,Volkswagen,13254,2449,12.47
2019,North America,USA,Nissan,37112,2376,22.4
2020,North America,USA,Hyundai,33863,7276,20.35
2016,North America,Canada,BYD,74366,16527,19.76
2015,Africa,South Africa,Volkswagen,66277,4156,4.85
2021,North America,Canada,Rivian,19247,3284,2.16
2021,Asia,India,Kia,48270,8148,15.54
2024,Europe,Sweden,Nissan,50384,2644,10.86
2025,Oceania,New Zealand,Volkswagen,66170,7839,22.82
2024,Europe,Germany,BYD,93871,22884,9.39
2016,Africa,South Africa,Kia,86181,13882,10.85
2016,Europe,France,Hyundai,35894,8494,13.62
2015,South America,Brazil,Rivian,60984,11289,20.11
2024,North America,USA,Hyundai,43584,2426,7.44
2022,Africa,Egypt,Tesla,97155,6367,23.6
2022,Asia,Japan,Rivian,31593,6142,13.96
2015,North America,USA,BMW,7679,1235,21.18
2025,North America,Mexico,Tesla,34778,2623,13.61
2022,Europe,Germany,BYD,46313,8003,19.53
2023,South America,Brazil,Rivian,85216,18070,2.23
2018,North America,USA,Tesla,72943,14632,20.18
2015,Oceania,Australia,Kia,64328,6383,13.58
2015,Oceania,Australia,Nissan,70442,7159,11.79
2017,North America,USA,Kia,96039,23391,3.68
2019,Europe,Sweden,Tesla,20248,4606,18.8
2019,Europe,Sweden,BMW,89188,10137,4.15
2023,Asia,South Korea,Kia,75627,16245,5.62
2024,Africa,Egypt,Kia,10242,843,4.03
2016,Africa,South Africa,Kia,3911,349,1.16
2016,Africa,Egypt,BMW,82502,7114,16.89
2020,South America,Brazil,Rivian,38964,2631,7.5
2023,Europe,Sweden,Kia,30198,6671,4.59
2015,Asia,Japan,BYD,76511,12682,8.68
2023,Oceania,Australia,Hyundai,31608,3217,12.98
2023,Africa,South Africa,BMW,84860,18646,13.08
2023,Oceania,New Zealand,BYD,71796,15115,9.81
2019,Oceania,Australia,BMW,84202,5910,12.88
2023,North America,Canada,BMW,47633,8518,11.26
2025,South America,Brazil,Rivian,47162,9166,20.74
2018,Asia,India,Hyundai,62921,12154,1.71
2016,South America,Brazil,Nissan,97927,19059,21.83
2020,North America,USA,Rivian,25680,2154,6.85
2018,Asia,Japan,Rivian,39694,4486,18.32
2020,Asia,South Korea,BYD,82124,17971,10.72
2017,Europe,Norway,BMW,13025,2991,8.06
2020,South America,Chile,Volkswagen,41174,4357,15.77
2016,South America,Brazil,BMW,9422,514,19.45
2016,Europe,France,Tesla,63282,14045,11.8
2023,Oceania,Australia,Kia,80318,10073,12.2
2021,North America,Canada,Nissan,35346,4096,2.41
2017,South America,Chile,Hyundai,83397,9957,23.18
2025,Europe,UK,Volkswagen,95622,12731,21.33
2015,Asia,South Korea,BYD,67673,8503,10.55
2022,Africa,South Africa,BMW,14416,2353,19.36
2020,Europe,Norway,Kia,31426,2067,8.52
2021,Africa,Egypt,BYD,43441,10612,18.53
2023,Oceania,New Zealand,Rivian,60794,14425,13.4
2019,North America,USA,Hyundai,20184,4781,12.06
2015,Africa,South Africa,Nissan,17466,3944,2.36
2024,Oceania,New Zealand,Tesla,91071,16580,24.17
2021,Africa,South Africa,Rivian,57979,5462,21.1
2019,Asia,Japan,Nissan,76204,4564,20.04
2017,Asia,South Korea,Rivian,58821,4109,8.32
2023,Asia,India,Tesla,74511,8553,7.95
2015,Asia,China,BYD,93509,14098,14.76
2015,Europe,Germany,Nissan,35666,8868,21.31
2015,Asia,India,Rivian,53764,7370,23.43
2017,Asia,South Korea,Nissan,3966,614,7.45
2020,Europe,Sweden,Nissan,22402,4234,15.58
2024,Asia,India,Hyundai,60305,5195,18.37
2025,Oceania,Australia,BYD,5863,1386,6.43
2017,Oceania,Australia,Volkswagen,59897,9332,10.78
2022,South America,Brazil,Tesla,99583,10481,5.5
2024,Oceania,Australia,Nissan,2634,624,17.77
2016,North America,Mexico,BYD,65626,11490,21.73
2023,North America,USA,Volkswagen,51291,7526,22.06
2017,North America,Canada,Kia,41879,6953,17.08
2019,Europe,Norway,Hyundai,92438,18456,9.33
2024,Oceania,New Zealand,Hyundai,93750,7585,16.86
2022,North America,Mexico,Kia,86109,19199,21.74
2016,South America,Chile,BYD,80619,19501,16.02
2020,Europe,Sweden,Tesla,38223,6245,10.91
2019,South America,Brazil,BYD,41666,7768,23.08
2024,Oceania,Australia,BYD,89792,19930,21.05
2023,Asia,Japan,BMW,85810,10723,22.18
2019,South America,Chile,Volkswagen,89670,22288,22.68
2016,Asia,South Korea,Hyundai,97179,18085,10.45
2019,Europe,Sweden,Tesla,7749,1044,21.63
2018,South America,Chile,BMW,97304,18046,14.69
2025,South America,Brazil,Kia,4296,663,1.92
2021,Africa,Egypt,BYD,19418,1404,16.26
2020,Europe,Norway,Kia,19064,3987,12.29
2016,Europe,France,Hyundai,96748,15757,7.6
2025,North America,Mexico,BMW,94822,19833,24.29
2025,Oceania,Australia,Volkswagen,81348,6587,2.32
2019,South America,Brazil,BMW,92009,14507,23.7
2021,South America,Brazil,Tesla,79243,16112,4.82
2025,Europe,UK,Volkswagen,67482,16712,10.05
2021,Europe,Norway,BYD,66987,15197,11.01
2019,Oceania,Australia,Rivian,53673,11962,18.54
2023,Europe,Germany,Rivian,67753,6740,6.17
2018,Asia,China,Tesla,53894,11727,24.67
2025,Asia,Japan,BMW,11890,997,18.98
2017,Africa,South Africa,Volkswagen,57127,5119,19.96
2018,Asia,Japan,BMW,87230,6282,3.55
2019,Asia,Japan,Tesla,81513,18056,12.43
2020,Oceania,Australia,BMW,84016,6019,23.69
2017,South America,Brazil,Volkswagen,31450,2441,7.48
2016,Asia,South Korea,Nissan,72630,7203,4.49
2018,Africa,South Africa,Hyundai,63463,10441,12.65
2019,Europe,UK,BYD,45193,10215,23.33
2018,Asia,South Korea,Hyundai,20100,2686,12.68
2025,Africa,Egypt,BYD,75134,11965,10.72
2017,Oceania,Australia,Volkswagen,63586,5296,16.61
2022,Europe,Germany,BMW,77978,8046,23.49
2024,Africa,South Africa,Rivian,14512,1114,2.18
2018,Asia,India,Volkswagen,31202,4118,4.68
2016,South America,Brazil,Tesla,48676,8180,4.19
2016,Europe,France,Rivian,10846,1158,3.05
2015,Europe,Norway,Tesla,14928,3272,8.25
2018,South America,Chile,BMW,6255,1540,6.5
2024,Europe,France,BYD,6783,502,14.17
2023,Asia,South Korea,BMW,49536,2653,8.85
2025,Europe,Sweden,BYD,1837,382,10.72
2021,Asia,South Korea,BMW,60286,5312,23.6
2024,South America,Chile,Rivian,63468,7656,4.74
2021,North America,USA,BMW,21357,2751,10.32
2021,South America,Brazil,BMW,90972,21225,7.17
2022,Asia,China,Rivian,28140,5114,14.18
2015,Oceania,Australia,Tesla,38935,2262,18.67
2024,South America,Chile,BYD,16714,885,20.61
2024,Oceania,New Zealand,Kia,42032,3779,13.37
2022,Oceania,New Zealand,BMW,27031,3071,21.52
2018,Asia,South Korea,Hyundai,74049,10878,19.84
2018,Asia,South Korea,Hyundai,36312,7900,4.77
2018,North America,Canada,Volkswagen,59428,6713,6.89
2020,Africa,Egypt,Volkswagen,71054,8903,17.12
2021,Europe,Sweden,Tesla,64383,7459,24.4
2020,South America,Chile,Nissan,84653,4384,10.03
2015,Asia,Japan,Kia,93904,22634,6.52
2022,South America,Brazil,Tesla,52898,4115,21.86
2024,Africa,South Africa,Nissan,43274,4653,5.79
2025,Africa,South Africa,Tesla,31590,2396,17.74
2021,Oceania,New Zealand,Volkswagen,37309,5525,1.82
2020,Europe,Sweden,Hyundai,67925,16059,1.46
2020,North America,Mexico,BMW,24560,1722,11.84
2019,South America,Chile,BYD,10591,1463,16.76
2020,Europe,Norway,Volkswagen,46783,2548,4.42
2023,North America,Canada,BMW,19539,3989,19.33
2024,South America,Brazil,Hyundai,43789,7805,4.09
2023,Europe,France,Rivian,4218,801,13.81
2024,Asia,China,BYD,22419,3238,8.4
2022,South America,Brazil,Nissan,42516,9843,19.05
2024,Europe,Sweden,Nissan,75734,9990,20.3
2023,Africa,South Africa,Hyundai,34898,5333,2.59
2024,North America,USA,BYD,21944,4148,5.62
2022,Europe,UK,BMW,83411,12854,22.42
2022,Asia,India,Hyundai,48551,4266,10.97
2015,South America,Chile,Nissan,7366,835,12.44
2024,South America,Brazil,Rivian,94580,6474,5.03
2025,South America,Brazil,Hyundai,70957,9687,24.88
2019,Asia,Japan,Rivian,46613,8011,23.15
2018,North America,Mexico,BMW,42022,3097,1.05
2016,South America,Chile,Tesla,65643,11560,14.22
2022,North America,Mexico,Rivian,33259,7602,21.93
2017,Europe,Sweden,Rivian,23165,2722,11.33
2018,Africa,Egypt,Kia,90978,8588,11.48
2021,Africa,South Africa,Kia,72285,16524,10.1
2024,North America,Canada,Volkswagen,66829,12589,1.69
2023,North America,USA,Kia,28179,2002,19.97
2016,Africa,South Africa,Tesla,54383,7158,11.96
2017,South America,Brazil,BMW,80029,14790,13.75
2018,Oceania,New Zealand,Volkswagen,99790,16453,7.14
2024,Oceania,New Zealand,BYD,91569,15906,19.82
2015,Asia,Japan,Rivian,69631,11379,20.05
2021,Africa,Egypt,Hyundai,48795,10228,14.27
2016,Africa,South Africa,BMW,50506,5761,22.71
2019,Asia,Japan,Tesla,47681,9140,3.78
2015,Oceania,Australia,Rivian,51221,12713,19.88
2017,Europe,Germany,Volkswagen,2756,352,14.41
2016,South America,Brazil,Nissan,12601,2623,6.54
2015,South America,Brazil,Kia,46990,4662,4.18
2021,Europe,France,Kia,53755,5718,8.22
2019,Europe,France,BMW,95444,22617,21.55
2015,Oceania,Australia,Rivian,96982,5352,19.9
2020,Asia,Japan,Kia,37444,3500,16.48
2019,Europe,UK,Kia,73997,10846,3.17
2017,Asia,India,Rivian,15916,2074,23.92
2021,North America,USA,BMW,38522,6773,8.33
2025,South America,Chile,BMW,8929,790,15.57
2024,Oceania,Australia,Volkswagen,14283,915,20.27
2023,South America,Chile,Tesla,61132,7572,4.19
2023,Oceania,Australia,Tesla,24790,3839,16.65
2023,North America,USA,Kia,62989,10229,1.78
2016,South America,Chile,Volkswagen,55653,9477,3.44
2017,North America,USA,BMW,35000,5590,18.36
2021,Oceania,New Zealand,BMW,44521,4414,4.72
2019,Europe,Germany,Kia,99618,20213,11.64
2016,South America,Chile,BYD,95321,6439,6.96
2017,North America,USA,Nissan,67222,6027,11.11
2024,Africa,Egypt,Hyundai,57233,11325,2.85
2020,South America,Chile,Hyundai,84645,8967,19.12
2021,South America,Chile,Rivian,9676,1438,2.9
2023,South America,Brazil,Kia,91409,10552,21.11
2015,Asia,South Korea,Volkswagen,97991,14835,16.9
2025,North America,Canada,Rivian,22057,2632,11
2021,North America,Mexico,Hyundai,94774,23583,21.8
2022,South America,Chile,Tesla,91155,11074,5.47
2017,Europe,France,Volkswagen,55534,9741,7.35
2018,South America,Chile,Rivian,82939,18882,4.29
2024,Asia,Japan,Volkswagen,11238,1995,10.16
2020,Oceania,New Zealand,Rivian,5541,904,24.68
2024,Asia,Japan,Tesla,51106,8373,4.86
2021,Europe,UK,BYD,89290,13330,20.94
2018,South America,Chile,Kia,56865,12027,16.65
2022,North America,Canada,Tesla,41027,2465,1.38
2019,Africa,South Africa,Kia,9750,2213,23.68
2015,South America,Chile,Kia,92848,15529,24.31
2018,Europe,Germany,Rivian,26188,5755,23.2
2017,North America,Canada,Volkswagen,20290,1056,13.04
2023,Asia,Japan,BMW,1446,323,6.29
2022,Oceania,New Zealand,Nissan,37298,2761,10.39
2015,Oceania,Australia,Nissan,74363,14444,15.74
2025,South America,Brazil,Kia,1636,218,10.09
2020,Asia,India,Nissan,32415,6036,18
2023,Africa,South Africa,Nissan,91974,16154,20.09
2021,Africa,Egypt,Hyundai,66590,5505,6.03
2018,Europe,France,Volkswagen,23921,3658,10.72
2015,Oceania,Australia,Hyundai,79269,8358,23.99
2016,Asia,China,BMW,60416,9792,7
2019,South America,Brazil,BYD,31393,6203,9.31
2025,North America,Mexico,Volkswagen,64624,4281,1.86
2019,South America,Brazil,Tesla,36671,5616,8.98
2022,South America,Brazil,Rivian,19138,3320,9.9
2020,Asia,India,Rivian,66984,7306,3.4
2022,Oceania,New Zealand,Rivian,98738,23756,1.03
2016,Asia,China,Tesla,41563,6403,14.81
2017,North America,Canada,Hyundai,24693,2136,8.24
2020,Asia,China,Kia,73243,5241,1.43
2024,Europe,Sweden,Nissan,9738,1541,21.64
2017,South America,Chile,BMW,7919,990,15.03
2020,Oceania,New Zealand,BYD,20910,1850,5.11
2020,Africa,South Africa,Hyundai,6456,362,21.77
2016,North America,USA,Kia,80661,13173,7.09
2021,Africa,South Africa,BMW,24253,4116,6.46
2016,South America,Chile,Rivian,73358,5748,22.47
2020,Asia,China,Kia,68650,11694,5.31
2015,Africa,South Africa,BMW,26039,6259,22.1
2017,Europe,Norway,Hyundai,69307,17025,20.27
2016,Asia,China,BMW,9529,2169,8.43
2021,South America,Brazil,Volkswagen,57036,12058,1.83
2018,Africa,Egypt,Nissan,71714,6588,2.98
2022,North America,Mexico,BMW,85608,6958,3.63
2020,Africa,South Africa,BYD,48489,6739,22.38
2024,Africa,Egypt,BMW,95131,16545,10.7
2018,Oceania,New Zealand,Volkswagen,81607,17964,1.78
2019,Africa,South Africa,Tesla,43662,4208,14.36
2023,South America,Chile,Volkswagen,20218,2950,5.99
2021,North America,Canada,BMW,81902,14700,6.64
2024,South America,Brazil,Rivian,2698,375,4.86
2023,Europe,Sweden,Kia,9907,1395,19.29
2021,Asia,Japan,Rivian,75108,7137,1.01
2015,Africa,South Africa,Rivian,83174,20571,11.54
2022,Oceania,Australia,Hyundai,5717,829,3.08
2018,North America,USA,Tesla,97296,15231,14.26
2017,Oceania,New Zealand,Hyundai,76447,7163,9.3
2021,Oceania,New Zealand,Kia,33638,5140,1.68
2017,Oceania,New Zealand,BYD,35000,3537,12.06
2022,Africa,South Africa,Nissan,5759,521,14.69
2020,North America,USA,BYD,95620,10053,6.94
2019,North America,USA,Tesla,80152,4051,19.37
2018,Oceania,Australia,Kia,50453,8275,9.91
2022,Asia,China,Rivian,23283,2968,18.98
2022,Africa,Egypt,Kia,42449,9752,14.9
2015,Africa,South Africa,Rivian,21655,1259,21.86
2023,South America,Chile,Nissan,32889,1928,14.13
2019,Africa,South Africa,BMW,56659,12871,5.46
2018,Oceania,New Zealand,Tesla,33683,2537,20.74
2020,Europe,France,Nissan,31548,1591,19.79
2020,Oceania,New Zealand,Volkswagen,32621,2798,24.34
2016,North America,Canada,Volkswagen,28041,6022,3.25
2022,Africa,Egypt,Hyundai,36605,7706,15.19
2021,Africa,Egypt,Rivian,22142,2613,12.8
2015,South America,Brazil,Nissan,38325,7036,17.1
2019,Europe,Germany,Hyundai,59379,8992,24.52
2020,Africa,Egypt,Volkswagen,29420,6794,13.77
2018,South America,Brazil,Volkswagen,55634,3409,17.46
